Flight_Number,Departure,Arrival,Departure_Time,Arrival_Time,Airline_Name,Plane_Type,Status
6661,PEW,LHE,2020-12-14 12:29:44,2020-12-15 10:02:24,Air France,Air-Bus,On-time
6665,GIL,LHE,2021-01-02 07:43:35,2021-01-02 22:31:12,Pia,Air-Bus,On-time
6666,GWD,GRT,2020-12-06 07:10:45,2020-12-06 13:14:04,Virgin Austrailia,Air-Bus,On-time
6668,LHE,ISB,2020-12-05 14:33:30,2020-12-06 12:22:12,American Airlines,Air-Bus,On-time
6678,GWD,GIL,2021-01-11 04:34:35,2021-01-11 12:42:34,Etihad Airways,Air-Bus,On-time
668,PEW,BHV,2020-12-13 17:29:33,2020-12-14 02:08:07,Air Canada,Air-Bus,On-time
6680,ISB,BHV,2020-12-18 20:53:07,2020-12-19 02:43:05,Singapore Airlines,Air-Bus,On-time
669,UET,GIL,2021-01-26 06:02:50,2021-01-26 23:37:14,American Airlines,Air-Bus,On-time
6690,PEW,MUX,2020-12-15 10:21:51,2020-12-15 23:17:41,Etihad Airways,Air-Bus,On-time
6691,UET,PEW,2020-12-12 15:30:33,2020-12-13 09:39:20,Gulf Air,Air-Bus,On-time
6696,LHE,BHV,2021-01-12 13:25:44,2021-01-13 05:57:30,Fly Dubai,Air-Bus,On-time
6700,ISB,GWD,2021-01-07 20:13:40,2021-01-08 02:44:08,Serene Airways,Air-Bus,On-time
6701,GWD,KHI,2021-01-02 04:25:13,2021-01-02 21:47:30,Serene Airways,Air-Bus,On-time
6702,ISB,KHI,2020-12-16 01:13:08,2020-12-16 23:39:43,Thai Airways,Air-Bus,On-time
6705,GIL,MUX,2020-12-24 05:12:39,2020-12-24 20:48:33,Gulf Air,Air-Bus,On-time
6706,PEW,GWD,2020-12-26 17:17:34,2020-12-27 15:52:08,Thai Airways,Air-Bus,On-time
6707,BHV,MUX,2020-12-26 07:32:35,2020-12-27 00:22:47,Air France,Air-Bus,On-time
6712,GWD,LHE,2020-11-30 18:32:48,2020-12-01 02:55:41,Air China,Air-Bus,On-time
6713,GRT,PEW,2021-01-04 09:55:24,2021-01-04 13:10:19,Gulf Air,Air-Bus,On-time
6715,BHV,ISB,2020-12-16 20:05:11,2020-12-17 13:29:22,Gulf Air,Air-Bus,On-time
6716,GWD,GRT,2021-01-04 12:04:23,2021-01-04 17:37:17,IndiGo,Air-Bus,On-time
6717,KHI,GWD,2021-01-08 01:07:07,2021-01-08 07:06:25,Emirates,Air-Bus,On-time
6721,PEW,LHE,2020-12-29 15:34:41,2020-12-29 17:46:17,Virgin Austrailia,Air-Bus,On-time
6722,GRT,LHE,2021-01-24 20:40:24,2021-01-25 13:40:24,American Airlines,Air-Bus,On-time
6726,BHV,GWD,2021-01-15 16:53:31,2021-01-16 07:00:40,EVA Air,Air-Bus,On-time
6729,GRT,MUX,2020-12-08 06:53:21,2020-12-08 09:57:35,Singapore Airlines,Air-Bus,On-time
673,PEW,MUX,2020-12-31 01:00:10,2021-01-01 00:28:31,United Airlines,Air-Bus,On-time
6730,GWD,UET,2020-12-05 21:14:10,2020-12-06 01:30:43,Thai Airways,Air-Bus,On-time
6731,KHI,GWD,2020-12-19 19:19:31,2020-12-20 05:42:56,Emirates,Air-Bus,On-time
6732,LHE,GIL,2020-12-11 07:45:30,2020-12-11 19:22:57,Emirates,Air-Bus,On-time
6734,GRT,KHI,2021-01-29 18:52:35,2021-01-30 07:24:42,Air Blue,Air-Bus,On-time
6735,BHV,BHV,2020-12-17 12:50:27,2020-12-18 09:29:00,IndiGo,Air-Bus,On-time
6737,GRT,UET,2021-01-16 07:21:43,2021-01-16 21:16:46,Emirates,Air-Bus,On-time
674,GRT,KHI,2021-01-12 04:41:53,2021-01-12 07:00:27,British Airways,Air-Bus,On-time
6743,PEW,GRT,2020-12-02 01:58:00,2020-12-02 07:06:27,Etihad Airways,Air-Bus,On-time
6744,LHE,PEW,2021-01-21 21:10:31,2021-01-22 12:07:59,American Airlines,Air-Bus,On-time
6745,GRT,GWD,2020-12-08 17:33:01,2020-12-09 16:52:34,Gulf Air,Air-Bus,On-time
6746,UET,MUX,2020-12-03 18:40:48,2020-12-04 10:00:22,Emirates,Air-Bus,On-time
6748,UET,MUX,2021-01-25 12:32:18,2021-01-26 06:48:20,Singapore Airlines,Air-Bus,On-time
675,BHV,ISB,2021-01-09 22:07:10,2021-01-10 20:59:33,Air China,Air-Bus,On-time
6750,GWD,PEW,2021-01-11 05:10:27,2021-01-11 09:38:45,Turkish Airlines,Air-Bus,On-time
6754,GWD,MUX,2021-01-09 04:09:45,2021-01-09 12:21:30,Fly Dubai,Air-Bus,On-time
6756,GWD,ISB,2020-12-27 20:12:18,2020-12-27 23:48:24,IndiGo,Air-Bus,On-time
6757,UET,GRT,2020-12-08 19:02:37,2020-12-09 11:50:07,EVA Air,Air-Bus,On-time
6758,GIL,ISB,2020-12-29 01:28:11,2020-12-29 06:20:54,Air Canada,Air-Bus,On-time
6759,PEW,BHV,2021-01-15 13:56:01,2021-01-16 06:43:50,Air France,Air-Bus,On-time
676,BHV,GIL,2020-12-05 01:06:57,2020-12-05 11:06:51,Air France,Air-Bus,On-time
6761,MUX,LHE,2020-11-30 04:12:19,2020-12-01 03:49:43,Thai Airways,Air-Bus,On-time
6762,ISB,GIL,2020-12-25 22:08:49,2020-12-26 10:34:39,IndiGo,Air-Bus,On-time
6763,GIL,KHI,2021-01-29 14:07:59,2021-01-30 06:59:25,United Airlines,Air-Bus,On-time
6765,PEW,GRT,2021-01-19 02:05:15,2021-01-19 05:37:47,Pia,Air-Bus,On-time
6766,KHI,KHI,2020-12-17 01:47:14,2020-12-17 10:45:36,Air China,Air-Bus,On-time
6767,GRT,GRT,2021-01-12 03:24:51,2021-01-13 02:34:43,Etihad Airways,Air-Bus,On-time
6768,UET,GIL,2020-12-21 14:43:11,2020-12-22 05:24:14,Singapore Airlines,Air-Bus,On-time
6769,UET,PEW,2020-12-28 03:33:16,2020-12-28 19:49:56,Thai Airways,Air-Bus,On-time
6774,ISB,KHI,2020-11-30 11:42:25,2020-12-01 10:36:08,Virgin Austrailia,Air-Bus,On-time
6776,MUX,MUX,2021-01-08 03:43:20,2021-01-08 17:42:50,Virgin Austrailia,Air-Bus,On-time
6777,GIL,KHI,2020-12-18 09:12:56,2020-12-18 18:39:17,Air Blue,Air-Bus,On-time
6778,GRT,MUX,2020-12-13 12:07:06,2020-12-14 02:03:43,British Airways,Air-Bus,On-time
6784,GRT,KHI,2021-01-27 15:58:58,2021-01-28 05:07:28,Turkish Airlines,Air-Bus,On-time
6785,UET,GWD,2021-01-24 19:43:47,2021-01-24 21:44:39,Air Canada,Air-Bus,On-time
6787,ISB,ISB,2021-01-09 02:25:44,2021-01-09 12:09:53,Air France,Air-Bus,On-time
6788,KHI,PEW,2020-12-01 13:00:23,2020-12-02 01:08:04,Air Blue,Air-Bus,On-time
6789,UET,GWD,2021-01-16 19:56:34,2021-01-17 18:51:40,Fly Dubai,Air-Bus,On-time
679,KHI,BHV,2020-12-27 11:19:12,2020-12-28 10:31:08,Etihad Airways,Air-Bus,On-time
6798,GRT,UET,2021-01-21 00:16:19,2021-01-21 23:05:08,Air China,Air-Bus,On-time
680,GRT,BHV,2020-12-21 12:53:07,2020-12-22 05:23:51,Air Blue,Air-Bus,On-time
6800,UET,GWD,2020-12-31 00:49:20,2020-12-31 19:49:34,Thai Airways,Air-Bus,On-time
6801,GIL,PEW,2020-12-12 20:51:14,2020-12-13 09:11:45,Thai Airways,Air-Bus,On-time
6804,PEW,GWD,2020-12-26 08:38:31,2020-12-26 15:37:02,Pia,Air-Bus,On-time
6806,GRT,MUX,2020-12-05 03:54:01,2020-12-05 06:10:20,Air France,Air-Bus,On-time
6809,GIL,GRT,2020-12-23 18:01:25,2020-12-24 06:27:11,Emirates,Air-Bus,On-time
6811,GIL,BHV,2020-12-23 18:39:56,2020-12-24 15:19:10,United Airlines,Air-Bus,On-time
6812,BHV,ISB,2020-12-23 20:04:11,2020-12-24 06:52:16,Air Canada,Air-Bus,On-time
6813,BHV,UET,2020-12-09 17:18:28,2020-12-09 21:15:27,Etihad Airways,Air-Bus,On-time
6816,MUX,PEW,2020-12-18 11:16:00,2020-12-18 14:57:44,United Airlines,Air-Bus,On-time
6817,UET,BHV,2020-12-04 03:21:11,2020-12-04 16:33:00,EVA Air,Air-Bus,On-time
6819,BHV,ISB,2020-12-10 00:45:15,2020-12-10 14:10:26,Gulf Air,Air-Bus,On-time
6820,MUX,UET,2020-12-08 16:15:03,2020-12-09 01:57:18,Fly Dubai,Air-Bus,On-time
6821,BHV,GRT,2020-12-04 11:16:33,2020-12-05 06:27:28,Serene Airways,Air-Bus,On-time
6823,UET,GWD,2020-12-31 04:19:41,2021-01-01 04:11:35,IndiGo,Air-Bus,On-time
6824,GWD,PEW,2021-01-05 00:20:37,2021-01-06 00:08:26,IndiGo,Air-Bus,On-time
6825,ISB,KHI,2020-12-23 02:04:12,2020-12-23 20:14:32,Etihad Airways,Air-Bus,On-time
6827,GIL,BHV,2020-12-18 14:10:35,2020-12-19 08:12:33,Gulf Air,Air-Bus,On-time
6828,PEW,BHV,2021-01-16 08:07:52,2021-01-17 07:07:35,Emirates,Air-Bus,On-time
6832,LHE,MUX,2021-01-19 16:00:38,2021-01-20 13:07:08,Air France,Air-Bus,On-time
6833,BHV,LHE,2021-01-20 17:12:53,2021-01-21 01:08:10,Air China,Air-Bus,On-time
6836,MUX,GIL,2020-12-28 23:51:59,2020-12-29 02:21:19,Air Canada,Air-Bus,On-time
6838,LHE,BHV,2021-01-24 20:53:02,2021-01-25 15:56:05,EVA Air,Air-Bus,On-time
6839,LHE,ISB,2020-12-07 17:59:20,2020-12-08 00:16:06,Fly Dubai,Air-Bus,On-time
684,PEW,GIL,2021-01-21 03:51:01,2021-01-21 09:06:41,United Airlines,Air-Bus,On-time
6844,GWD,GWD,2020-12-28 20:11:04,2020-12-29 16:15:04,Etihad Airways,Air-Bus,On-time
6845,KHI,GIL,2021-01-07 18:51:36,2021-01-07 21:51:34,Air Blue,Air-Bus,On-time
6846,MUX,BHV,2021-01-14 05:09:26,2021-01-14 13:59:10,United Airlines,Air-Bus,On-time
6847,BHV,UET,2021-01-18 05:20:15,2021-01-18 09:00:19,Air Canada,Air-Bus,On-time
6849,BHV,GRT,2021-01-16 03:17:34,2021-01-16 19:47:14,Etihad Airways,Air-Bus,On-time
6851,GWD,LHE,2020-12-17 15:25:23,2020-12-18 05:35:42,Air Canada,Air-Bus,On-time
6853,BHV,GIL,2020-12-02 14:01:25,2020-12-03 05:19:09,Emirates,Air-Bus,On-time
6855,GWD,GWD,2021-01-18 05:18:50,2021-01-19 00:15:31,Singapore Airlines,Air-Bus,On-time
6856,PEW,ISB,2021-01-13 15:47:25,2021-01-14 15:41:11,Etihad Airways,Air-Bus,On-time
6857,GWD,UET,2020-12-24 19:50:26,2020-12-25 06:26:23,Gulf Air,Air-Bus,On-time
6859,LHE,GWD,2021-01-05 19:07:16,2021-01-06 13:41:54,American Airlines,Air-Bus,On-time
6862,BHV,MUX,2021-01-27 04:58:15,2021-01-27 19:56:14,British Airways,Air-Bus,On-time
6864,ISB,GIL,2020-12-24 20:07:44,2020-12-25 17:10:15,Turkish Airlines,Air-Bus,On-time
6865,BHV,ISB,2021-01-19 12:19:22,2021-01-19 19:41:28,EVA Air,Air-Bus,On-time
6866,ISB,GIL,2021-01-22 18:43:23,2021-01-23 12:39:39,Air Blue,Air-Bus,On-time
6868,MUX,GIL,2021-01-24 09:26:52,2021-01-25 01:02:55,Singapore Airlines,Air-Bus,On-time
6869,KHI,BHV,2020-12-09 19:53:57,2020-12-10 04:06:45,Air France,Air-Bus,On-time
687,ISB,KHI,2021-01-10 13:54:06,2021-01-10 21:03:23,Virgin Austrailia,Air-Bus,On-time
6872,LHE,PEW,2020-12-11 01:05:11,2020-12-11 16:49:00,Air Canada,Air-Bus,On-time
6875,GWD,UET,2021-01-08 02:15:33,2021-01-08 06:38:12,United Airlines,Air-Bus,On-time
6878,GWD,MUX,2021-01-15 23:50:17,2021-01-16 05:57:24,Gulf Air,Air-Bus,On-time
6879,ISB,UET,2021-01-26 23:53:33,2021-01-27 16:23:36,Turkish Airlines,Air-Bus,On-time
688,GRT,PEW,2021-01-12 07:27:12,2021-01-12 10:47:50,Pia,Air-Bus,On-time
6880,UET,MUX,2021-01-18 23:11:37,2021-01-19 01:26:03,Etihad Airways,Air-Bus,On-time
6885,PEW,BHV,2020-12-01 06:32:05,2020-12-01 19:24:49,Air Blue,Air-Bus,On-time
6887,KHI,GIL,2021-01-21 09:38:06,2021-01-21 19:06:44,Fly Dubai,Air-Bus,On-time
689,LHE,KHI,2021-01-05 19:46:04,2021-01-06 08:49:57,United Airlines,Air-Bus,On-time
6892,MUX,MUX,2021-01-16 03:15:36,2021-01-16 09:04:34,Air Blue,Air-Bus,On-time
6895,BHV,KHI,2021-01-23 13:28:30,2021-01-23 23:27:22,IndiGo,Air-Bus,On-time
6896,BHV,GWD,2021-01-09 00:45:16,2021-01-10 00:30:30,Singapore Airlines,Air-Bus,On-time
6897,KHI,LHE,2021-01-06 01:44:28,2021-01-07 00:32:23,Gulf Air,Air-Bus,On-time
6898,ISB,KHI,2021-01-27 21:08:34,2021-01-28 03:59:34,IndiGo,Air-Bus,On-time
69,ISB,UET,2020-12-25 16:48:26,2020-12-26 12:56:24,Thai Airways,Air-Bus,On-time
6902,GWD,ISB,2021-01-11 10:40:12,2021-01-12 10:11:51,Thai Airways,Air-Bus,On-time
6903,ISB,GRT,2020-12-30 02:41:41,2020-12-30 22:20:58,British Airways,Air-Bus,On-time
6907,KHI,LHE,2020-12-28 15:59:18,2020-12-29 05:05:26,Emirates,Air-Bus,On-time
6908,LHE,LHE,2021-01-30 08:27:11,2021-01-30 17:05:48,American Airlines,Air-Bus,On-time
6909,PEW,GRT,2020-12-04 05:20:11,2020-12-04 19:36:34,Qatar Airways,Air-Bus,On-time
691,GRT,GRT,2021-01-12 11:58:11,2021-01-12 23:33:24,Thai Airways,Air-Bus,On-time
6912,MUX,GIL,2021-01-19 11:40:33,2021-01-19 23:03:42,Air France,Air-Bus,On-time
6913,ISB,GWD,2020-12-01 04:09:14,2020-12-01 13:47:09,Qatar Airways,Air-Bus,On-time
6918,MUX,MUX,2021-01-22 11:25:41,2021-01-23 07:49:11,Turkish Airlines,Air-Bus,On-time
6920,UET,GWD,2021-01-23 04:06:12,2021-01-23 23:58:09,Thai Airways,Air-Bus,On-time
6921,UET,GWD,2020-12-15 11:30:37,2020-12-15 18:15:04,Qatar Airways,Air-Bus,On-time
6925,PEW,MUX,2020-12-12 15:27:48,2020-12-13 09:10:57,Air France,Air-Bus,On-time
6926,MUX,GIL,2021-01-07 05:40:57,2021-01-07 18:44:35,Pia,Air-Bus,On-time
6928,BHV,PEW,2020-12-24 15:37:00,2020-12-25 05:28:59,Emirates,Air-Bus,On-time
693,GWD,GIL,2020-12-17 10:03:07,2020-12-17 14:48:57,Qatar Airways,Air-Bus,On-time
6930,PEW,GRT,2021-01-08 07:12:27,2021-01-09 06:15:09,Air Blue,Air-Bus,On-time
6932,GIL,UET,2021-01-04 01:05:17,2021-01-04 05:15:19,Air China,Air-Bus,On-time
6935,MUX,MUX,2020-12-21 00:49:18,2020-12-21 10:55:33,American Airlines,Air-Bus,On-time
6937,PEW,KHI,2020-12-06 15:28:20,2020-12-07 01:55:40,IndiGo,Air-Bus,On-time
6942,ISB,ISB,2020-12-08 01:10:58,2020-12-08 09:29:05,Air France,Air-Bus,On-time
6945,PEW,ISB,2021-01-22 16:15:57,2021-01-22 22:13:15,Air China,Air-Bus,On-time
6946,BHV,UET,2020-12-13 17:23:58,2020-12-14 11:29:15,United Airlines,Air-Bus,On-time
6948,GRT,MUX,2020-12-03 14:16:16,2020-12-04 02:04:36,Gulf Air,Air-Bus,On-time
6949,GRT,PEW,2021-01-26 18:57:42,2021-01-27 06:15:29,Singapore Airlines,Air-Bus,On-time
6950,PEW,KHI,2020-12-26 03:37:22,2020-12-26 16:31:52,Air China,Air-Bus,On-time
6952,GRT,KHI,2020-12-01 23:35:01,2020-12-02 17:08:32,Serene Airways,Air-Bus,On-time
6953,GIL,PEW,2020-12-31 23:01:53,2021-01-01 08:10:36,EVA Air,Air-Bus,On-time
6954,KHI,BHV,2020-12-03 08:25:44,2020-12-03 22:59:01,American Airlines,Air-Bus,On-time
6956,MUX,UET,2021-01-12 18:03:42,2021-01-13 06:07:52,EVA Air,Air-Bus,On-time
6957,GIL,ISB,2020-12-09 00:06:47,2020-12-09 12:51:56,Air Canada,Air-Bus,On-time
6958,MUX,GWD,2021-01-02 16:24:34,2021-01-03 08:44:14,Fly Dubai,Air-Bus,On-time
6960,PEW,GIL,2021-01-07 19:22:13,2021-01-08 14:19:05,Air Blue,Air-Bus,On-time
6961,LHE,GIL,2020-12-13 15:35:41,2020-12-14 12:23:22,Pia,Air-Bus,On-time
6962,LHE,GIL,2020-12-31 09:28:32,2020-12-31 18:26:42,Singapore Airlines,Air-Bus,On-time
6963,ISB,GWD,2020-12-21 12:36:51,2020-12-21 21:56:46,Air Blue,Air-Bus,On-time
6964,GWD,GIL,2021-01-19 00:19:00,2021-01-19 22:12:05,Gulf Air,Air-Bus,On-time
6965,KHI,GWD,2020-12-10 02:24:39,2020-12-10 23:15:08,Air Blue,Air-Bus,On-time
6966,GRT,GRT,2021-01-15 06:38:22,2021-01-15 15:02:12,Emirates,Air-Bus,On-time
6967,PEW,GWD,2021-01-08 13:42:55,2021-01-09 07:18:06,Air France,Air-Bus,On-time
6969,UET,KHI,2021-01-08 11:38:53,2021-01-09 05:02:26,United Airlines,Air-Bus,On-time
6971,LHE,BHV,2021-01-23 07:26:12,2021-01-23 17:56:24,American Airlines,Air-Bus,On-time
6972,GRT,MUX,2020-12-11 04:28:00,2020-12-12 04:22:57,United Airlines,Air-Bus,On-time
6974,GIL,UET,2021-01-27 15:01:31,2021-01-28 05:31:30,United Airlines,Air-Bus,On-time
6978,MUX,KHI,2020-12-01 11:37:53,2020-12-02 07:29:52,Virgin Austrailia,Air-Bus,On-time
6979,ISB,GWD,2021-01-24 03:24:09,2021-01-24 11:09:26,Fly Dubai,Air-Bus,On-time
6983,UET,GIL,2021-01-05 05:28:06,2021-01-05 11:43:39,Serene Airways,Air-Bus,On-time
6989,LHE,KHI,2020-12-25 15:12:08,2020-12-26 08:39:10,American Airlines,Air-Bus,On-time
699,UET,PEW,2020-12-29 11:14:31,2020-12-29 21:32:11,Thai Airways,Air-Bus,On-time
6990,BHV,GRT,2021-01-16 11:06:41,2021-01-17 08:03:57,Gulf Air,Air-Bus,On-time
6991,BHV,ISB,2020-12-02 16:31:59,2020-12-03 00:36:33,Air Blue,Air-Bus,On-time
6994,MUX,UET,2021-01-24 05:13:24,2021-01-24 18:53:52,IndiGo,Air-Bus,On-time
7,PEW,BHV,2020-12-20 18:12:09,2020-12-21 08:08:23,IndiGo,Air-Bus,On-time
700,BHV,PEW,2020-12-04 21:26:26,2020-12-05 01:27:41,Turkish Airlines,Air-Bus,On-time
7002,GIL,PEW,2021-01-23 16:15:42,2021-01-24 13:22:34,Air Blue,Air-Bus,On-time
7003,GWD,LHE,2021-01-24 22:21:01,2021-01-25 17:50:20,Fly Dubai,Air-Bus,On-time
7004,GIL,LHE,2021-01-07 18:13:32,2021-01-07 23:01:34,Pia,Air-Bus,On-time
7005,GWD,BHV,2021-01-15 19:25:01,2021-01-16 14:59:38,Thai Airways,Air-Bus,On-time
7008,MUX,MUX,2020-12-23 07:35:27,2020-12-23 23:17:09,British Airways,Air-Bus,On-time
7015,PEW,UET,2020-12-04 08:24:30,2020-12-04 22:18:24,Emirates,Air-Bus,On-time
7016,GIL,LHE,2020-12-10 01:14:50,2020-12-10 13:00:28,Air France,Air-Bus,On-time
7017,KHI,KHI,2020-12-03 11:35:23,2020-12-04 00:04:48,IndiGo,Air-Bus,On-time
7019,KHI,LHE,2021-01-02 20:55:38,2021-01-03 09:08:50,Air China,Air-Bus,On-time
7028,ISB,UET,2021-01-21 14:07:14,2021-01-21 21:27:18,Air China,Air-Bus,On-time
7029,GWD,BHV,2021-01-29 17:45:02,2021-01-29 22:57:34,Air Canada,Air-Bus,On-time
7030,BHV,UET,2021-01-14 12:23:29,2021-01-15 04:43:57,Air China,Air-Bus,On-time
7031,KHI,GWD,2021-01-20 16:52:06,2021-01-21 01:15:14,Singapore Airlines,Air-Bus,On-time
7032,MUX,KHI,2020-12-02 20:58:16,2020-12-03 06:07:51,Qatar Airways,Air-Bus,On-time
7033,ISB,KHI,2020-12-16 17:53:02,2020-12-17 12:19:30,Air France,Air-Bus,On-time
7035,UET,GIL,2021-01-09 23:36:14,2021-01-10 08:34:41,Virgin Austrailia,Air-Bus,On-time
7036,MUX,KHI,2021-01-14 00:07:22,2021-01-14 06:52:23,Air Blue,Air-Bus,On-time
7037,ISB,MUX,2020-12-29 15:16:57,2020-12-29 20:27:11,British Airways,Air-Bus,On-time
704,GWD,GRT,2021-01-16 16:19:21,2021-01-17 13:18:27,Gulf Air,Air-Bus,On-time
7040,MUX,GIL,2021-01-08 02:54:15,2021-01-08 08:56:11,Air Blue,Air-Bus,On-time
7045,GIL,MUX,2020-12-13 07:02:21,2020-12-14 00:01:09,Serene Airways,Air-Bus,On-time
7046,GWD,MUX,2020-12-13 10:11:43,2020-12-13 22:18:48,British Airways,Air-Bus,On-time
7047,UET,MUX,2021-01-14 16:49:34,2021-01-15 14:00:25,Air Canada,Air-Bus,On-time
7048,PEW,ISB,2020-12-05 08:44:24,2020-12-05 13:27:51,Air China,Air-Bus,On-time
7049,PEW,GWD,2020-12-07 14:56:46,2020-12-07 18:25:27,Singapore Airlines,Air-Bus,On-time
7051,PEW,BHV,2020-12-21 08:52:17,2020-12-21 12:51:03,Thai Airways,Air-Bus,On-time
7052,KHI,GIL,2020-12-18 01:46:29,2020-12-18 16:28:59,Serene Airways,Air-Bus,On-time
7053,KHI,BHV,2021-01-04 16:22:24,2021-01-05 00:21:14,Gulf Air,Air-Bus,On-time
7055,UET,KHI,2020-12-01 22:56:06,2020-12-02 13:15:07,Thai Airways,Air-Bus,On-time
7059,ISB,MUX,2021-01-09 19:51:33,2021-01-10 09:38:26,Virgin Austrailia,Air-Bus,On-time
7062,MUX,GIL,2020-12-01 19:23:26,2020-12-02 17:14:54,United Airlines,Air-Bus,On-time
7063,GRT,KHI,2021-01-03 08:26:28,2021-01-04 01:27:42,Air Blue,Air-Bus,On-time
7065,PEW,KHI,2021-01-28 14:18:18,2021-01-28 22:25:25,British Airways,Air-Bus,On-time
7067,LHE,KHI,2021-01-15 23:48:21,2021-01-16 05:36:40,Singapore Airlines,Air-Bus,On-time
707,UET,GIL,2020-12-11 03:08:26,2020-12-11 09:42:48,Etihad Airways,Air-Bus,On-time
7073,MUX,GWD,2020-12-12 00:47:06,2020-12-12 16:08:25,Thai Airways,Air-Bus,On-time
7080,PEW,GRT,2020-12-21 20:20:30,2020-12-22 15:06:44,Qatar Airways,Air-Bus,On-time
7082,UET,GIL,2020-12-13 06:40:59,2020-12-14 01:39:22,Qatar Airways,Air-Bus,On-time
7084,LHE,GWD,2021-01-14 05:20:56,2021-01-14 09:59:27,Air China,Air-Bus,On-time
7085,BHV,UET,2020-12-17 04:07:53,2020-12-17 18:03:17,Thai Airways,Air-Bus,On-time
7087,UET,KHI,2021-01-15 04:45:26,2021-01-15 16:31:52,Virgin Austrailia,Air-Bus,On-time
7088,GIL,PEW,2021-01-17 07:12:47,2021-01-18 06:19:14,Air Canada,Air-Bus,On-time
709,PEW,ISB,2021-01-19 11:56:51,2021-01-19 15:00:56,IndiGo,Air-Bus,On-time
7092,GIL,UET,2021-01-10 01:58:42,2021-01-10 10:16:46,Qatar Airways,Air-Bus,On-time
7095,GIL,GIL,2021-01-20 11:32:05,2021-01-20 13:52:08,Fly Dubai,Air-Bus,On-time
7097,KHI,GWD,2021-01-29 00:20:43,2021-01-29 14:06:47,EVA Air,Air-Bus,On-time
7098,KHI,BHV,2021-01-15 01:59:04,2021-01-15 13:36:51,Qatar Airways,Air-Bus,On-time
7099,GRT,GIL,2021-01-19 13:04:59,2021-01-20 11:38:14,Thai Airways,Air-Bus,On-time
7100,GRT,GWD,2021-01-17 20:12:05,2021-01-18 08:11:30,Air France,Air-Bus,On-time
7101,PEW,ISB,2020-12-26 18:44:22,2020-12-27 13:43:40,Fly Dubai,Air-Bus,On-time
7103,GWD,UET,2021-01-12 21:23:26,2021-01-13 17:21:37,IndiGo,Air-Bus,On-time
7104,BHV,KHI,2020-12-10 04:11:37,2020-12-10 06:31:33,Emirates,Air-Bus,On-time
7105,GRT,MUX,2021-01-18 23:21:01,2021-01-19 20:29:57,Air Canada,Air-Bus,On-time
7107,BHV,BHV,2021-01-27 00:36:55,2021-01-27 04:24:20,Gulf Air,Air-Bus,On-time
7108,GRT,MUX,2020-12-02 13:23:51,2020-12-02 17:45:08,Fly Dubai,Air-Bus,On-time
7109,GWD,GIL,2021-01-15 00:43:30,2021-01-15 08:17:09,Air France,Air-Bus,On-time
7110,KHI,MUX,2020-12-07 07:59:17,2020-12-08 05:07:03,United Airlines,Air-Bus,On-time
7111,UET,MUX,2020-12-06 12:54:54,2020-12-07 08:21:48,EVA Air,Air-Bus,On-time
7112,UET,MUX,2020-11-30 16:00:08,2020-12-01 12:24:47,Serene Airways,Air-Bus,On-time
7115,GRT,KHI,2020-12-06 11:47:30,2020-12-07 05:17:18,Qatar Airways,Air-Bus,On-time
7116,UET,LHE,2020-12-30 09:29:02,2020-12-31 02:12:18,American Airlines,Air-Bus,On-time
7118,ISB,KHI,2021-01-29 03:03:27,2021-01-29 11:41:55,Air Blue,Air-Bus,On-time
7119,GRT,BHV,2020-12-21 09:32:57,2020-12-21 14:30:53,Fly Dubai,Air-Bus,On-time
712,PEW,LHE,2020-12-09 01:52:18,2020-12-09 06:02:09,Emirates,Air-Bus,On-time
7122,GRT,BHV,2021-01-21 07:15:28,2021-01-21 17:56:27,Air China,Air-Bus,On-time
7123,ISB,UET,2021-01-13 17:45:46,2021-01-13 20:43:56,Etihad Airways,Air-Bus,On-time
7125,PEW,BHV,2021-01-01 01:36:43,2021-01-01 10:31:39,IndiGo,Air-Bus,On-time
7126,MUX,KHI,2020-12-22 01:58:43,2020-12-22 05:30:31,Thai Airways,Air-Bus,On-time
7129,UET,KHI,2020-12-15 01:31:08,2020-12-15 10:00:38,Serene Airways,Air-Bus,On-time
7130,KHI,PEW,2021-01-23 07:13:21,2021-01-23 11:48:45,Turkish Airlines,Air-Bus,On-time
7132,GRT,BHV,2020-12-26 21:15:38,2020-12-27 16:38:26,Air France,Air-Bus,On-time
7135,BHV,LHE,2020-12-05 04:59:12,2020-12-05 12:36:54,United Airlines,Air-Bus,On-time
7137,PEW,ISB,2021-01-09 13:53:38,2021-01-10 04:21:16,Pia,Air-Bus,On-time
714,GRT,ISB,2020-12-21 16:56:44,2020-12-22 03:58:13,Turkish Airlines,Air-Bus,On-time
7144,MUX,MUX,2020-12-31 18:16:06,2021-01-01 14:40:53,Serene Airways,Air-Bus,On-time
7146,GIL,LHE,2021-01-24 14:55:27,2021-01-25 04:21:21,Pia,Air-Bus,On-time
7147,GIL,BHV,2020-12-08 09:15:48,2020-12-09 01:07:52,Air China,Air-Bus,On-time
7148,MUX,GWD,2021-01-30 13:33:34,2021-01-30 21:12:50,Air France,Air-Bus,On-time
7149,ISB,GIL,2021-01-19 23:53:43,2021-01-20 16:40:47,Gulf Air,Air-Bus,On-time
715,KHI,KHI,2020-12-16 03:26:57,2020-12-16 13:30:13,Etihad Airways,Air-Bus,On-time
